,Make,Model,Variant,Ex-Showroom_Price,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Length,Body_Type,Doors,ARAI_Certified_Mileage,Seating_Capacity,Type,Battery,Electric_Range
227,Honda,Jazz,V Petrol,"2,92,667",FWD ,BS IV,40 litres,Petrol,3955 mm,Hatchback,5,18.2 km/litre,5,Manual,,
228,Honda,Jazz,Vx Cvt,"2,92,667",FWD ,BS IV,40 litres,Petrol,3955 mm,Hatchback,5,19 km/litre,5,Automatic,,
229,Honda,Jazz,Vx Petrol,"2,92,667",FWD ,BS IV,40 litres,Petrol,3955 mm,Hatchback,5,18.2 km/litre,5,Manual,,
230,Honda,Jazz,V Cvt,"2,92,667",FWD ,BS IV,40 litres,Petrol,3955 mm,Hatchback,5,19 km/litre,5,Automatic,,
231,Honda,Jazz,S Diesel,"2,92,667",FWD ,BS IV,40 litres,Diesel,3955 mm,Hatchback,5,27.3 km/litre,5,Manual,,
232,Honda,Jazz,V Diesel,"2,92,667",FWD ,BS IV,40 litres,Diesel,3955 mm,Hatchback,5,27.3 km/litre,5,Manual,,
233,Honda,Jazz,Vx Diesel,"2,92,667",FWD ,BS IV,40 litres,Diesel,3955 mm,Hatchback,5,27.3 km/litre,5,Manual,,
234,Honda,Jazz,Exclusive Edition Cvt,"2,92,667",FWD ,BS IV,40 litres,Petrol,3955 mm,Hatchback,5,18.2 km/litre,5,Automatic,,
235,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,"2,92,667",AWD ,BS 6,60 litres,Diesel,4398 mm,SUV,5,16.3 km/litre,5,Automatic,,
236,Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,"2,92,667",AWD ,BS 6,60 litres,Diesel,4398 mm,SUV,5,16.3 km/litre,5,Automatic,,
237,Isuzu,Mu-X,4X2,"2,92,667",RWD ,BS IV,76 litres,Diesel,4825 mm,SUV,5,13.8 km/litre,7,Automatic,,
238,Isuzu,Mu-X,4X4,"2,92,667",AWD ,BS IV,76 litres,Diesel,4825 mm,SUV,5,13.8 km/litre,7,Automatic,,
239,Mahindra,Alturas G4,2Wd At,"2,92,667",FWD ,BS IV,70 litres,Diesel,4850 mm,,,12.35 km/litre,,Automatic,,
240,Mahindra,Alturas G4,4Wd At,"2,92,667",4WD,,70 litres,Diesel,4850 mm,SUV,5,12.05 km/litre,7,Automatic,,
241,Volkswagen,Tiguan,Comfortline 2.0L Tdi Amt,"2,92,667",AWD ,BS IV,71 litres,Diesel,4486 mm,SUV,5,17.06 km/litre,5,Automatic,,
242,Volkswagen,Tiguan,Highline 2.0L Tdi Amt,"2,92,667",AWD ,BS IV,71 litres,Diesel,4486 mm,SUV,,17.06 km/litre,,Automatic,,
243,Honda,Cr-V,2Wd Petrol Cvt,"2,92,667",FWD ,,57 litres,Petrol,4592 mm,SUV,5,14.4 km/litre,5,Automatic,,
244,Honda,Cr-V,2Wd Diesel At,"2,92,667",FWD ,BS IV,57 litres,Diesel,4592 mm,SUV,5,19.5 km/litre,7,Automatic,,
245,Honda,Cr-V,Awd Diesel At,"2,92,667",AWD ,BS IV,57 litres,Diesel,4592 mm,SUV,5,18.3 km/litre,7,Automatic,,
246,Skoda,Superb Sportline,Sportline 1.8L Tsi At,"2,92,667",FWD ,BS IV,66 litres,Petrol,4861 mm,Sedan,4,13.7 km/litre,5,Automatic,,
247,Skoda,Superb Sportline,Sportline 2.0L Tdi At,"2,92,667",FWD ,BS IV,66 litres,Diesel,4861 mm,Sedan,4,18.19 km/litre,5,Automatic,,
248,Audi,A3,35 Tdi Premium Plus,"2,92,667",FWD ,BS IV,50 litres,Diesel,4456 mm,Sedan,4,20.38 km/litre,5,Automatic,,
249,Audi,A3,35 Tdi Technology,"2,92,667",FWD ,BS IV,50 litres,Diesel,4456 mm,Sedan,4,20.38 km/litre,5,Automatic,,
250,Audi,A3,35 Tfsi Premium Plus,"2,92,667",FWD ,BS IV,50 litres,Petrol,4456 mm,Sedan,4,19.2 km/litre,5,Automatic,,
251,Audi,A3,35 Tfsi Technology,"2,92,667",FWD ,BS IV,50 litres,Petrol,4456 mm,Sedan,4,19.2 km/litre,5,Automatic,,
252,,Mercedes-Benz B-Class,B 180 Sport,"2,92,667",FWD ,BS IV,50 litres,Petrol,4393 mm,MPV,5,14.81 km/litre,5,Automatic,,
253,,Mercedes-Benz B-Class,B 200 Cdi Sport,"2,92,667",FWD ,BS IV,50 litres,Diesel,4393 mm,MPV,5,15 km/litre,5,Automatic,,
254,,Mercedes-Benz B-Class,B 180 Night Edition,"2,92,667",FWD ,BS IV,50 litres,Petrol,4393 mm,MPV,5,14.81 km/litre,5,Automatic,,
255,,Mercedes-Benz B-Class,B 200 Cdi Night Edition,"2,92,667",FWD ,BS IV,50 litres,Diesel,4393 mm,MPV,5,15 km/litre,5,Automatic,,
256,,Mercedes-Benz Cla-Class,200 Sport,"2,92,667",FWD ,BS IV,56 litres,Petrol,4630 mm,Sedan,4,15.04 km/litre,5,Automatic,,
257,,Mercedes-Benz Cla-Class,200 Cdi Style,"2,92,667",FWD ,BS IV,56 litres,Diesel,4630 mm,Sedan,4,17.9 km/litre,5,Automatic,,
258,,Mercedes-Benz Cla-Class,200 D Sport,"2,92,667",FWD ,BS IV,56 litres,Diesel,4630 mm,Sedan,4,17.9 km/litre,5,Automatic,,
259,Skoda,Kodiaq,Style 2.0 Tdi 4X4 At,"2,92,667",FWD ,BS IV,66 litres,Diesel,4861 mm,SUV,4,18.19 km/litre,5,Automatic,,
260,Skoda,Kodiaq,Laurin And Klement,"2,92,667",FWD ,BS IV,66 litres,Diesel,4861 mm,SUV,4,18.19 km/litre,5,Automatic,,
261,Skoda,Kodiaq,Corporate Edition,"2,92,667",FWD ,BS IV,66 litres,Diesel,4861 mm,SUV,4,18.19 km/litre,5,Automatic,,
262,Dc,Avanti,Standard,"2,92,667",RWD ,BS IV,60 litres,Petrol,4565 mm,Coupe,2,10 km/litre,2,Manual,,
263,Audi,Q3,30 Tdi Premium Fwd,"2,92,667",FWD ,BS IV,64 litres,Diesel,4388 mm,SUV,5,15.73 km/litre,5,Manual,,
264,Audi,Q3,35 Tdi Quattro Premium Plus,"2,92,667",AWD ,BS IV,64 litres,Diesel,4388 mm,SUV,5,15.73 km/litre,5,Automatic,,
265,Audi,Q3,35 Tdi Quattro Technology,"2,92,667",AWD ,BS IV,64 litres,Diesel,4388 mm,SUV,5,15.73 km/litre,5,Automatic,,
266,Audi,Q3,30 Tfsi Premium,"2,92,667",FWD ,BS IV,64 litres,Petrol,4388 mm,SUV,5,16.9 km/litre,5,Automatic,,
267,Mini,Cooper 5 Door,Cooper D,"2,92,667",FWD ,BS IV,44 litres,Petrol,3982 mm,Hatchback,5,21.15 km/litre,5,Automatic,,
268,Mini,Convertible,Cooper S,"2,92,667",FWD ,BS IV,44 litres,Petrol,3850 mm,Convertible,2,14.59 km/litre,4,Automatic,,
269,Volvo,Xc40,D4 Momentum,"Rs. 39,90,000",AWD ,BS IV,,Diesel,4425 mm,SUV,5,#REF!,5,Automatic,,
270,Volvo,Xc40,D4 Inscription,"Rs. 43,90,000",AWD ,BS IV,,Diesel,4425 mm,SUV,5,#REF!,5,Automatic,,
271,Volvo,Xc40,T4 R-Design,"Rs. 39,90,000",AWD ,BS 6,54 litres,Petrol,4425 mm,SUV,5,#REF!,5,Automatic,,
272,Mini,Clubman,Cooper S,"2,92,667",,BS IV,,Petrol,4253 mm,Hatchback,4,13.8 km/litre,5,Manual,,
273,Audi,A4,Premium Plus 35 Tfsi,"Rs. 41,49,000",FWD ,BS IV,54 litres,Petrol,4726 mm,Sedan,4,#REF!,5,DCT,,
274,Audi,A4,Technology 35 Tfsi,"Rs. 45,07,000",FWD ,BS IV,54 litres,Petrol,4726 mm,Sedan,4,#REF!,5,DCT,,
275,Mini,John Cooper Works,Hatch,"2,92,667",FWD ,BS 6,44 litres,Petrol,3874 mm,"Sports, Hatchback",3,16.47 km/litre,2,Automatic,,
276,Jaguar,Xe,S Petrol,"2,92,667",RWD ,BS 6,61 litres,Petrol,4691 mm,Sedan,4,11 km/litre,5,Automatic,,
277,Jaguar,Xe,S Diesel,"2,92,667",RWD ,BS 6,56 litres,Diesel,4691 mm,Sedan,4,11 km/litre,4,Automatic,,
278,Jaguar,Xe,Se Diesel,"2,92,667",RWD ,BS 6,56 litres,Diesel,4691 mm,Sedan,4,11 km/litre,4,Automatic,,
279,Jaguar,Xe,Se Petrol,"2,92,667",RWD ,BS 6,61 litres,Petrol,4691 mm,Sedan,4,11 km/litre,5,Automatic,,
280,Jaguar,Xf,2.0 Prestige,"2,92,667",RWD ,BS IV,74 litres,Petrol,4961 mm,Sedan,4,13.12 km/litre,5,Automatic,,
281,Jaguar,Xf,2.0 Portfolio,"2,92,667",RWD ,BS IV,82 litres,Petrol,5252 mm,Sedan,4,13.12 km/litre,5,Automatic,,
282,Jaguar,Xf,2.0 Portfolio Diesel,"2,92,667",RWD ,BS IV,83 litres,Diesel,5252 mm,Sedan,4,19.33 km/litre,5,Automatic,,
283,Jaguar,Xf,2.0 Prestige Diesel,"2,92,667",RWD ,BS IV,66 litres,Diesel,5067 mm,Sedan,4,19.33 km/litre,5,Automatic,,
284,Jaguar,Xf,2.0 Pure Diesel,"2,92,667",RWD ,BS IV,66 litres,Diesel,5067 mm,Sedan,4,19.33 km/litre,5,Automatic,,
285,Audi,A3 Cabriolet,40 Tfsi,"2,92,667",FWD ,BS IV,50 litres,Petrol,4421 mm,Convertible,2,19.2 km/litre,4,Automatic,,
286,Audi,A6,Premium Plus 45 Tfsi,"2,92,667",FWD ,BS 6,73 litres,Petrol,4933 mm,Sedan,4,14.11 km/litre,5,Automatic,,
287,Audi,A6,Technology 45 Tfsi,"2,92,667",FWD ,BS 6,73 litres,Petrol,4933 mm,Sedan,4,14.11 km/litre,5,Automatic,,
288,Bmw,X3,Xdrive 20D Luxury Line,"2,92,667",4WD,BS IV,67 litres,Diesel,4657 mm,SUV,5,18.56 km/litre,5,Automatic,,
289,Bmw,X3,Xdrive 30I Luxury Line,"2,92,667",4WD,BS IV,67 litres,Petrol,4657 mm,SUV,5,18.56 km/litre,5,Automatic,,
290,Bmw,X3,Xdrive20D Xline,"2,92,667",4WD,BS IV,67 litres,Diesel,4657 mm,SUV,5,18.56 km/litre,5,Automatic,,
291,Land Rover,Discovery Sport,S,"Rs. 57,06,000",4WD,BS 6,70 litres,Diesel,4600 mm,SUV,5,#REF!,7,Automatic,,
292,Land Rover,Discovery Sport,R-Dynamic Se,"Rs. 60,89,000",4WD,BS 6,70 litres,Diesel,4600 mm,SUV,5,#REF!,7,Automatic,,
293,Volvo,S90,D4 Inscription,"Rs. 58,90,000",FWD ,BS IV,,Diesel,4963 mm,Sedan,4,#REF!,5,Automatic,,
294,Audi,S5,Sportback,"2,92,667",AWD ,BS IV,58 litres,Petrol,4718 mm,Sedan,4,13.57 km/litre,5,Automatic,,
295,Bmw,X5,Xdrive30D Sport,"2,92,667",AWD ,BS IV,,Diesel,4922 mm,SUV,5,13.38 km/litre,5,Automatic,,
296,Bmw,X5,Xdrive30D Xline,"2,92,667",AWD ,BS IV,,Diesel,4922 mm,SUV,5,13.38 km/litre,5,Automatic,,
297,Bmw,X5,Xdrive40I M Sport,"2,92,667",AWD ,BS IV,,Petrol,4922 mm,SUV,5,11.24 km/litre,5,Automatic,,
298,Ford,Mustang,Fastback V8,"2,92,667",RWD ,BS IV,60.9 litres,Petrol,4784 mm,"Sedan, Coupe",3,13 km/litre,4,Automatic,,
299,Jeep,Grand Cherokee,Limited,"2,92,667",AWD ,BS IV,93.5 litres,Diesel,4828 mm,SUV,5,12.8 km/litre,5,Automatic,,
300,Jeep,Grand Cherokee,Summit,"2,92,667",AWD ,BS IV,93.5 litres,Diesel,4828 mm,SUV,5,12.8 km/litre,5,Automatic,,
301,Jeep,Grand Cherokee,Srt,"2,92,667",AWD ,BS IV,93.5 litres,Petrol,4846 mm,SUV,5,12.8 km/litre,5,Automatic,,
302,Jeep,Grand Cherokee,Summit Petrol,"2,92,667",AWD ,BS IV,93.5 litres,Petrol,4828 mm,SUV,5,8.61 km/litre,5,Automatic,,
303,,Mercedes-Benz E-Class Cabriolet,E400,"2,92,667",,BS IV,80 litres,Petrol,4703 mm,Convertible,2,10 km/litre,4,,,
304,Bmw,M2 Competition,Coupe,"2,92,667",RWD ,BS 6,52 litres,Petrol,4461 mm,Coupe,2,9.8-10.0 km/litre,4,Automatic,,
305,Porsche,718,Boxster,"2,92,667",RWD ,BS IV,54 litres,Petrol,4379 mm,Convertible,2,7.4 km/litre,2,Automatic,,
306,Porsche,718,Cayman,"2,92,667",RWD ,BS IV,54 litres,Petrol,4379 mm,Coupe,2,7.4 km/litre,2,Automatic,,
307,,Mercedes-Benz Gls,350 Cdi,"2,92,667",AWD ,BS IV,100 litres,Diesel,5120 mm,SUV,4,11.6 km/litre,5,Automatic,,
308,,Mercedes-Benz Gls,63 Amg,"2,92,667",AWD ,BS IV,80 litres,Petrol,5146 mm,SUV,4,12 km/litre,7,Automatic,,
309,,Mercedes-Benz Gls,400 4Matic,"2,92,667",AWD ,BS IV,80 litres,Petrol,5146 mm,SUV,4,12 km/litre,7,Automatic,,
310,,Mercedes-Benz Gls,Grand Edition Petrol,"2,92,667",AWD ,BS IV,80 litres,Petrol,5146 mm,SUV,4,12 km/litre,7,Automatic,,
311,,Mercedes-Benz Gls,Grand Edition Diesel,"2,92,667",AWD ,BS IV,100 litres,Diesel,5120 mm,SUV,4,11.6 km/litre,5,Automatic,,
312,Toyota,Land Cruiser Prado,Vx L,"2,92,667",4WD,BS IV,87 litres,Diesel,4840 mm,SUV,5,11.13 km/litre,7,Automatic,,
313,Lexus,Rx 450H,450Hl Luxury,"2,92,667",AWD ,BS IV,65 litres,Petrol,5000 mm,SUV,4,18 km/litre,5,Automatic,,
314,Audi,Rs5,Coupe,"2,92,667",AWD ,BS IV,58 litres,Petrol,4649 mm,Coupe,2,10.8 km/litre,4,Automatic,,
315,Bmw,7-Series,730Ld Design Pure Excellence,"2,92,667",AWD ,BS 6,78 litres,Diesel,5120 mm,Sedan,4,17.66 km/litre,4,Automatic,,
316,Bmw,7-Series,730Ld Design Pure Excellence Signature,"2,92,667",AWD ,BS 6,78 litres,Diesel,5120 mm,Sedan,4,17.66 km/litre,4,Automatic,,
317,Bmw,7-Series,730Ld M Sport,"2,92,667",AWD ,BS 6,78 litres,Diesel,5120 mm,Sedan,4,17.66 km/litre,4,Automatic,,
318,Bmw,7-Series,740Li Design Pure Excellence Signature,"2,92,667",AWD ,BS 6,78 litres,Petrol,5120 mm,Sedan,4,11.86 km/litre,4,Automatic,,
319,Bmw,7-Series,745Le Xdrive,"Rs. 1,65,00,000",AWD ,BS 6,46 litres,Hybrid,5219 mm,Sedan,4,#REF!,4,Automatic,,39.53 km/full charge
320,Bmw,7-Series,M760Li Xdrive,"2,92,667",AWD ,BS 6,78 litres,Petrol,5219 mm,Sedan,4,7.96 km/litre,4,Automatic,,
321,Audi,Q8,55 Tfsi Quattro Tiptronic,"Rs. 1,33,59,500",AWD ,BS 6,85 litres,Petrol,5052 mm,SUV,5,#REF!,7,Automatic,,
322,,Mercedes-Benz S-Class,S 350 D,"2,92,667",RWD ,BS IV,90 litres,Diesel,5116 mm,Sedan,4,13.5 km/litre,5,Automatic,,
323,,Mercedes-Benz S-Class,S 450,"2,92,667",RWD ,BS IV,70 litres,Petrol,5246 mm,Sedan,4,7.8 km/litre,5,Automatic,,
324,,Mercedes-Benz S-Class,Amg S 63 Coupe,"2,92,667",AWD ,BS IV,80 litres,Petrol,5027 mm,Coupe,2,14 km/litre,4,Automatic,,
325,Maserati,Levante,Diesel,"2,92,667",AWD ,BS IV,80 litres,Diesel,5003 mm,SUV,4,7.9 km/litre,4,Automatic,,
326,Maserati,Levante,Gransport,"2,92,667",AWD ,BS IV,80 litres,Diesel,5003 mm,SUV,5,7.9 km/litre,4,Automatic,,
327,Maserati,Levante,Granlusson,"2,92,667",AWD ,BS IV,80 litres,Diesel,5003 mm,SUV,5,7.9 km/litre,4,Automatic,,
328,,Mercedes-Benz G-Class,Amg G 63,"Rs. 2,18,75,136",AWD ,BS 6,96 litres,Petrol,4763 mm,SUV,5,#REF!,7,Automatic,,
329,,Mercedes-Benz G-Class,G 350D,"Rs. 1,50,00,000",AWD ,BS 6,100 litres,Diesel,4817 mm,SUV,5,#REF!,7,Automatic,,
330,Audi,A8 L,55 Tfsi Quattro,"Rs. 1,56,00,000",AWD ,BS 6,82 litres,Petrol,5302 mm,Sedan,4,#REF!,4,Automatic,,
331,Maserati,Granturismo,Sport,"2,92,667",RWD ,BS IV,86 litres,Petrol,4881 mm,Coupe,2,10 km/litre,4,Automatic,,
332,Maserati,Quattroporte,Granlusso,"2,92,667",RWD ,BS 6,70 litres,Diesel,5262 mm,Sports,4,7.9 km/litre,4,Automatic,,
333,Lexus,Lc 500H,Coupe,"Rs. 1,96,00,000",AWD ,BS IV,82 litres,Hybrid,4770 mm,Coupe,2,#REF!,4,Automatic,,
334,,Mercedes-Benz Maybach,S650,"2,92,667",AWD ,BS IV,80 litres,Petrol,5453 mm,Sedan,4,7.8 km/litre,4,Automatic,,
335,,Mercedes-Benz Maybach,S560,"2,92,667",AWD ,BS IV,80 litres,Petrol,5246 mm,Sedan,4,7.8 km/litre,4,Automatic,,
336,Porsche,Panamera,Turbo,"2,92,667",AWD ,BS IV,90 litres,Petrol,5049 mm,Sedan,4,10.63 km/litre,4,Automatic,,
337,Porsche,Panamera,Turbo Executive,"2,92,667",AWD ,BS IV,90 litres,Petrol,5199 mm,Sedan,4,10.63 km/litre,4,Automatic,,
338,Porsche,Panamera,Turbo Sport Turismo,"2,92,667",AWD ,BS IV,90 litres,Petrol,5049 mm,Sedan,4,10.63 km/litre,4,Automatic,,
339,Lexus,Lx 450D,V8,"2,92,667",FWD ,BS IV,93 litres,Diesel,5080 mm,SUV,4,18 km/litre,7,Automatic,,
340,,Mercedes-Benz S-Class Cabriolet,S500,"2,92,667",RWD ,BS IV,80 litres,Petrol,5027 mm,Convertible,2,7.8 km/litre,4,Automatic,,
341,Audi,R8,V10 Plus,"2,92,667",AWD ,BS IV,75 litres,Petrol,4440 mm,Coupe,2,6.71 km/litre,2,Automatic,,
342,Lamborghini,Urus,V8,"2,92,667",AWD ,BS IV,75 litres,Petrol,5112 mm,SUV,5,7.8 km/litre,5,Automatic,,
343,Bentley,Continental Gt,Coupe,"2,92,667",AWD ,BS IV,90 litres,Petrol,4807 mm,Coupe,2,8.6 km/litre,4,Automatic,,
344,Ferrari,Portofino,V8 Convertible,"2,92,667",AWD ,BS IV,92 litres,Petrol,4569 mm,Convertible,2,9 km/litre,2,Automatic,,
345,Bentley,Bentayga,W12,"2,92,667",AWD ,BS IV,85 litres,Petrol,5141 mm,SUV,5,19 km/litre,5,Automatic,,
346,Bentley,Bentayga,V8,"2,92,667",AWD ,BS IV,85 litres,Petrol,5140 mm,SUV,5,8.77 km/litre,5,Automatic,,
347,Aston Martin,Db 11,V12,"Rs. 4,04,56,503",AWD ,,80 litres,Petrol,4385 mm,Coupe,2,#REF!,2,Automatic,,
348,Ferrari,458 Speciale,Coupe,"2,92,667",AWD ,BS IV,86 litres,Petrol,4571 mm,Coupe,2,9 km/litre,2,Automatic,,
349,,Rolls-Royce Ghost Series Ii,6.6,"2,92,667",RWD ,BS IV,82.5 litres,Petrol,5399 mm,Sedan,4,17.3 km/litre,5,Automatic,,
350,,Rolls-Royce Ghost Series Ii,Ewb,"2,92,667",RWD ,BS IV,82.5 litres,Petrol,5569 mm,Sedan,4,7.29 km/litre,5,Automatic,,
351,,Rolls-Royce Wraith,Coupe,"2,92,667",AWD ,BS IV,83 litres,Petrol,5269 mm,Coupe,2,10.2 km/litre,4,Automatic,,
352,Bentley,Mulsanne,Sedan,"2,92,667",RWD ,BS IV,90 litres,Petrol,5575 mm,Sedan,4,9.5 km/litre,4,Automatic,,
353,,Rolls-Royce Cullinan,Suv,"2,92,667",AWD ,BS 6,,Petrol,5341 mm,SUV,5,22.4-21.9 km/litre,5,Automatic,,
354,,Rolls-Royce Phantom Coupe,6.8 L,"2,92,667",RWD ,BS IV,100 litres,Petrol,5612 mm,Coupe,2,22.8 km/litre,4,Automatic,,
355,Bugatti,Chiron,W16,"2,92,667",RWD ,BS 6,,Petrol,4544 mm,Sports,2,5.95 km/litre,2,Automatic,,
356,Bugatti,Chiron,Sport,"2,92,667",RWD ,BS 6,,Petrol,4544 mm,Sports,2,5.95 km/litre,2,Automatic,,
357,Bajaj,Qute (Re60),Qcar,"2,92,667",RWD ,BS IV,,Petrol,2752 mm,Hatchback,4,35 km/litre,4,Manual,,
358,Bajaj,Qute (Re60),Qcar Cng,"Rs. 2,83,000",RWD ,BS IV,,CNG,2752 mm,Hatchback,4,#REF!,4,Manual,,
359,Maruti Suzuki,Alto,Std,"2,92,667",FWD ,BS 6,35 litres,Petrol,3445 mm,Hatchback,5,22.05 km/litre,5,Manual,,
360,Maruti Suzuki,Alto,Std (O),"2,92,667",FWD ,BS 6,35 litres,Petrol,3445 mm,Hatchback,5,22.05 km/litre,5,Manual,,
361,Maruti Suzuki,Alto,Lxi,"2,92,667",FWD ,BS 6,35 litres,Petrol,3445 mm,Hatchback,5,22.05 km/litre,5,Manual,,
362,Maruti Suzuki,Alto,Lxi (O),"2,92,667",FWD ,BS 6,35 litres,Petrol,3445 mm,Hatchback,5,22.05 km/litre,5,Manual,,
363,Maruti Suzuki,Alto,Vxi,"2,92,667",FWD ,BS 6,35 litres,Petrol,3445 mm,Hatchback,5,22.05 km/litre,5,Manual,,
364,Maruti Suzuki,Alto,Lxi Cng (Cng +,"2,92,667",FWD ,BS 6,35 litres,CNG + Petrol,3445 mm,Hatchback,5,22.05 km/litre,5,Manual,,
365,Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,"2,92,667",FWD ,BS 6,35 litres,CNG + Petrol,3445 mm,Hatchback,5,22.05 km/litre,5,Manual,,
366,Maruti Suzuki,Alto,Vxi Plus,"2,92,667",FWD ,BS 6,35 litres,Petrol,3445 mm,Hatchback,5,22.05 km/litre,5,Manual,,
367,Maruti Suzuki,S-Presso,Std,"2,92,667",FWD ,BS 6,27 litres,Petrol,3565 mm,Hatchback,5,21.4 km/litre,5,Manual,,
368,Maruti Suzuki,S-Presso,Std (O),"2,92,667",FWD ,BS 6,27 litres,Petrol,3565 mm,Hatchback,5,21.4 km/litre,5,Manual,,
369,Maruti Suzuki,S-Presso,Lxi,"2,92,667",FWD ,BS 6,27 litres,Petrol,3565 mm,Hatchback,5,21.4 km/litre,5,Manual,,
370,Maruti Suzuki,S-Presso,Lxi (O),"2,92,667",FWD ,BS 6,27 litres,Petrol,3565 mm,Hatchback,5,21.4 km/litre,5,Manual,,
371,Maruti Suzuki,S-Presso,Vxi,"2,92,667",FWD ,BS 6,27 litres,Petrol,3565 mm,Hatchback,5,21.7 km/litre,5,Manual,,
372,Maruti Suzuki,S-Presso,Vxi (O),"2,92,667",FWD ,BS 6,27 litres,Petrol,3565 mm,Hatchback,5,21.7 km/litre,5,Manual,,
373,Maruti Suzuki,S-Presso,Vxi Ags,"2,92,667",FWD ,BS 6,27 litres,Petrol,3565 mm,Hatchback,5,21.7 km/litre,5,AMT,,
374,Maruti Suzuki,S-Presso,Vxi+,"2,92,667",FWD ,BS 6,27 litres,Petrol,3565 mm,Hatchback,5,21.7 km/litre,5,Manual,,
375,Maruti Suzuki,S-Presso,Vxi (O) Ags,"2,92,667",FWD ,BS 6,27 litres,Petrol,3565 mm,Hatchback,5,21.7 km/litre,5,AMT,,
376,Maruti Suzuki,S-Presso,Vxi+ Ags,"2,92,667",FWD ,BS 6,27 litres,Petrol,3565 mm,Hatchback,5,21.7 km/litre,5,AMT,,
377,Maruti Suzuki,Celerio,Lxi,"2,92,667",FWD ,BS 6,35 litres,Petrol,3600 mm,Hatchback,5,23.1 km/litre,5,Manual,,
378,Maruti Suzuki,Celerio,Vxi,"2,92,667",FWD ,BS 6,35 litres,Petrol,3600 mm,Hatchback,5,23.1 km/litre,5,Manual,,
379,Maruti Suzuki,Celerio,Vxi At,"2,92,667",FWD ,BS 6,35 litres,Petrol,3600 mm,Hatchback,5,23.1 km/litre,5,Automatic,,
380,Maruti Suzuki,Celerio,Zxi,"2,92,667",FWD ,BS 6,35 litres,Petrol,3600 mm,Hatchback,5,23.1 km/litre,5,Manual,,
381,Maruti Suzuki,Celerio,Zxi (Opt),"2,92,667",FWD ,BS 6,35 litres,Petrol,3600 mm,Hatchback,5,23.1 km/litre,5,Manual,,
382,Maruti Suzuki,Celerio,Vxi Cng Mt,"Rs. 5,30,000",FWD ,BS 6,35 litres,CNG,3600 mm,Hatchback,5,#REF!,5,Manual,,
383,Maruti Suzuki,Celerio,Zxi Ags,"2,92,667",FWD ,BS 6,35 litres,Petrol,3600 mm,Hatchback,5,23.1 km/litre,5,Automatic,,
384,Maruti Suzuki,Celerio,Lxi Mt (O),"2,92,667",FWD ,BS 6,35 litres,Petrol,3600 mm,Hatchback,5,23.1 km/litre,5,Manual,,
385,Maruti Suzuki,Celerio,Vxi (O) Mt,"2,92,667",FWD ,BS 6,35 litres,Petrol,3600 mm,Hatchback,5,23.1 km/litre,5,Manual,,
386,Maruti Suzuki,Celerio,Vxi (O) Ags,"2,92,667",FWD ,BS 6,35 litres,Petrol,3600 mm,Hatchback,5,23.1 km/litre,5,Automatic,,
387,Maruti Suzuki,Celerio,Zxi (O) Ags,"2,92,667",FWD ,BS 6,35 litres,Petrol,3600 mm,Hatchback,5,23.1 km/litre,5,Automatic,,
388,Hyundai,Grand I10 Prime,Era T Crdi,"Rs. 5,51,530",FWD ,BS IV,43 litres,Diesel,3765 mm,Hatchback,5,#REF!,5,Manual,,
389,Hyundai,Grand I10 Prime,Era T+ Crdi,"Rs. 5,68,930",FWD ,BS IV,43 litres,Diesel,3765 mm,Hatchback,5,#REF!,5,Manual,,
390,Hyundai,Grand I10 Prime,Era T Vtvt,"2,92,667",FWD ,BS IV,43 litres,Petrol,3765 mm,Hatchback,5,19.77 km/litre,5,Manual,,
391,Hyundai,Grand I10 Prime,Era T+ Vtvt,"2,92,667",FWD ,BS IV,43 litres,Petrol,3765 mm,Hatchback,5,19.77 km/litre,5,Manual,,
392,Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,"Rs. 5,45,946",FWD ,BS IV,43 litres,CNG,3765 mm,Hatchback,5,#REF!,5,Manual,,
393,Hyundai,Grand I10 Prime,Era T Cng Vtvt,"Rs. 5,28,804",FWD ,BS IV,43 litres,CNG,3765 mm,Hatchback,5,#REF!,5,Manual,,
394,Mahindra,Kuv100 Nxt,K2 6Str,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,6,Manual,,
395,Mahindra,Kuv100 Nxt,K2+ 6Str,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,6,Manual,,
396,Mahindra,Kuv100 Nxt,K2 D 6Str,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,6,Manual,,
397,Mahindra,Kuv100 Nxt,K2+ D 6Str,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,6,Manual,,
398,Mahindra,Kuv100 Nxt,K4+ D 6Str,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,6,Manual,,
399,Mahindra,Kuv100 Nxt,K4+ 6Str,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,6,Manual,,
