,Make,Model,Variant,Ex-Showroom_Price,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Length,Body_Type,Doors,ARAI_Certified_Mileage,Seating_Capacity,Type,Battery,Electric_Range
912,Maruti Suzuki,Baleno,1.2 Zeta Cvt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3995 mm,Hatchback,5,21.04 km/litre,5,Automatic,,
913,Hyundai,Grand I10,1.2 Kappa Vtvt Magna,"2,92,667",FWD ,BS IV,43 litres,Petrol,3765 mm,Hatchback,5,18.9 km/litre,5,Manual,,
914,Hyundai,Grand I10,1.2 Kappa Vtvt Sportz,"2,92,667",FWD ,BS IV,43 litres,Petrol,3765 mm,Hatchback,5,19.77 km/litre,5,Manual,,
915,Hyundai,Grand I10,1.2 Kappa Vtvt Magna At,"2,92,667",FWD ,BS IV,43 litres,Petrol,3765 mm,Hatchback,5,17.49 km/litre,5,Automatic,,
916,Hyundai,Grand I10,1.2 Kappa Vtvt Sportz At,"2,92,667",FWD ,BS IV,43 litres,Petrol,3765 mm,Hatchback,5,17.49 km/litre,5,Automatic,,
917,Hyundai,Grand I10,1.2 Kappa Vtvt Sportz Dual Tone,"2,92,667",FWD ,BS IV,43 litres,Petrol,3765 mm,Hatchback,5,19.77 km/litre,5,Manual,,
918,Hyundai,Grand I10,1.2 Kappa Vtvt Magna Cng,"Rs. 6,53,452",FWD ,BS IV,43 litres,CNG,3765 mm,Hatchback,5,#REF!,5,Manual,,
919,Fiat,Linea Classic,1.3 Multijet,"2,92,667",FWD ,BS IV,45 litres,Diesel,4560 mm,Sedan,4,19.5 km/litre,5,Manual,,
920,Fiat,Linea Classic,1.4,"2,92,667",FWD ,BS IV,45 litres,Petrol,4560 mm,Sedan,4,14.9 km/litre,5,Manual,,
921,Fiat,Linea Classic,Plus 1.3 Multijet,"2,92,667",FWD ,BS IV,45 litres,Diesel,4560 mm,Sedan,4,19.5 km/litre,5,Manual,,
922,Nissan,Sunny,Xe Petrol,"2,92,667",FWD ,BS IV,41 litres,Petrol,4455 mm,Sedan,4,16.95 km/litre,5,Manual,,
923,Nissan,Sunny,Xl Petrol,"2,92,667",FWD ,BS IV,41 litres,Petrol,4455 mm,Sedan,4,16.95 km/litre,5,Manual,,
924,Nissan,Sunny,Xl Diesel,"2,92,667",FWD ,BS IV,41 litres,Diesel,4455 mm,Sedan,4,22.71 km/litre,5,Manual,,
925,Nissan,Sunny,Xv Diesel,"2,92,667",FWD ,BS IV,41 litres,Diesel,4455 mm,Sedan,4,22.71 km/litre,5,Manual,,
926,Nissan,Sunny,Xe Diesel,"2,92,667",FWD ,BS IV,41 litres,Diesel,4455 mm,Sedan,4,22.71 km/litre,5,Manual,,
927,Nissan,Sunny,Xv Cvt,"2,92,667",FWD ,BS IV,41 litres,Petrol,4455 mm,Sedan,4,17.97 km/litre,5,Automatic,,
928,Nissan,Sunny,Special Edition Diesel,"2,92,667",FWD ,BS IV,41 litres,Diesel,4455 mm,Sedan,4,22.71 km/litre,5,Manual,,
929,Maruti Suzuki,Ertiga,Lxi,"2,92,667",FWD ,BS 6,45 litres,Petrol,4395 mm,MPV,5,19.34 km/litre,7,Manual,,
930,Maruti Suzuki,Ertiga,Zxi,"2,92,667",FWD ,BS 6,45 litres,Petrol,4265 mm,MPV,5,19.34 km/litre,7,Manual,,
931,Maruti Suzuki,Ertiga,Vxi At,"2,92,667",FWD ,BS 6,45 litres,Petrol,4395 mm,MUV,5,18.69 km/litre,7,Automatic,,
932,Maruti Suzuki,Ertiga,Zxi Plus,"2,92,667",FWD ,BS 6,45 litres,Petrol,4395 mm,MUV,5,19.34 km/litre,7,Manual,,
933,Maruti Suzuki,Ertiga,Vxi,"2,92,667",FWD ,BS 6,45 litres,Petrol,4265 mm,MUV,5,19.34 km/litre,7,Manual,,
934,Maruti Suzuki,Ertiga,Zxi At,"2,92,667",FWD ,BS 6,45 litres,Petrol,4265 mm,MPV,5,18.69 km/litre,7,Automatic,,
935,Maruti Suzuki,Ertiga,1.5L Vdi,"2,92,667",FWD ,BS IV,45 litres,Diesel,4395 mm,MPV,5,24.2 km/litre,7,Manual,,
936,Maruti Suzuki,Ertiga,1.5L Zdi,"2,92,667",FWD ,BS IV,45 litres,Diesel,4395 mm,MPV,5,24.2 km/litre,7,Manual,,
937,Maruti Suzuki,Ertiga,1.5L Zdi Plus,"2,92,667",FWD ,BS IV,45 litres,Diesel,4395 mm,MPV,5,24.2 km/litre,7,Manual,,
938,Maruti Suzuki,Ertiga,Vxi Cng (Cng +,"2,92,667",FWD ,BS 6,45 litres,CNG + Petrol,4265 mm,MUV,5,19.34 km/litre,7,Manual,,
939,Maruti Suzuki,Baleno Rs,Rs 1.0,"2,92,667",FWD ,BS IV,37 litres,Petrol,3995 mm,Hatchback,5,21.4 km/litre,5,Manual,,
940,Honda,Wr-V,Vx Diesel,"2,92,667",FWD ,BS IV,40 litres,Diesel,3999 mm,SUV,5,25.5 km/litre,5,Manual,,
941,Honda,Wr-V,Vx Petrol,"2,92,667",FWD ,BS IV,40 litres,Petrol,3999 mm,SUV,5,17.5 km/litre,5,Manual,,
942,Honda,Wr-V,S Diesel,"2,92,667",FWD ,BS IV,40 litres,Diesel,3999 mm,SUV,5,25.5 km/litre,5,Manual,,
943,Honda,Wr-V,S Petrol,"2,92,667",FWD ,BS IV,40 litres,Petrol,3999 mm,SUV,5,17.5 km/litre,5,Manual,,
944,Honda,Wr-V,Edge Plus Edition Diesel,"2,92,667",FWD ,BS IV,40 litres,Diesel,3999 mm,SUV,5,25.5 km/litre,5,Manual,,
945,Honda,Wr-V,Edge Plus Edition Petrol,"2,92,667",FWD ,BS IV,40 litres,Petrol,3999 mm,SUV,5,17.5 km/litre,5,Manual,,
946,Honda,Wr-V,Exclusive Edition Diesel,"2,92,667",FWD ,BS IV,40 litres,Diesel,3999 mm,SUV,5,25.5 km/litre,5,Manual,,
947,Honda,Wr-V,Exclusive Edition Petrol,"2,92,667",FWD ,BS IV,40 litres,Petrol,3999 mm,SUV,5,17.5 km/litre,5,Manual,,
948,Honda,Wr-V,V Diesel,"2,92,667",FWD ,BS IV,40 litres,Diesel,3999 mm,SUV,5,25.5 km/litre,5,Manual,,
949,Mahindra,Tuv300,T4 Plus,"2,92,667",RWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,18.49 km/litre,7,Manual,,
950,Mahindra,Tuv300,T6 Plus,"2,92,667",RWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,18.49 km/litre,7,Manual,,
951,Mahindra,Tuv300,T8,"2,92,667",RWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,18.49 km/litre,7,Manual,,
952,Mahindra,Tuv300,T10,"2,92,667",RWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,18.49 km/litre,7,Manual,,
953,Mahindra,Tuv300,T10 (O),"2,92,667",RWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,18.49 km/litre,7,Manual,,
954,Mahindra,Tuv300,T10 Dual Tone,"2,92,667",RWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,18.49 km/litre,7,Manual,,
955,Mahindra,Tuv300,T10 (O) Dual Tone,"2,92,667",RWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,18.49 km/litre,7,Manual,,
956,Maruti Suzuki,S-Cross,1.3L Sigma,"2,92,667",FWD ,BS IV,48 litres,Diesel,4300 mm,Crossover,5,23.65 km/litre,5,Manual,,
957,Maruti Suzuki,S-Cross,1.3L Delta,"2,92,667",FWD ,BS IV,48 litres,Diesel,4300 mm,Crossover,5,23.65 km/litre,5,Manual,,
958,Maruti Suzuki,S-Cross,1.3L Zeta,"2,92,667",FWD ,BS IV,48 litres,Diesel,4300 mm,Crossover,5,23.65 km/litre,5,Manual,,
959,Maruti Suzuki,S-Cross,1.3L Alpha,"2,92,667",FWD ,BS IV,48 litres,Diesel,4300 mm,Crossover,5,23.65 km/litre,5,Manual,,
960,Renault,Captur,Rxe Petrol,"2,92,667",FWD ,BS IV,50 litres,Petrol,4329 mm,SUV,5,13.86 km/litre,5,Manual,,
961,Renault,Captur,Rxe Diesel,"2,92,667",FWD ,BS IV,50 litres,Diesel,4329 mm,SUV,5,20.37 km/litre,5,Manual,,
962,Renault,Captur,Platine Diesel Dual Tone,"2,92,667",FWD ,BS IV,50 litres,Diesel,4329 mm,SUV,5,20.37 km/litre,5,Manual,,
963,Renault,Captur,Platine Petrol Dual Tone,"2,92,667",FWD ,BS IV,50 litres,Petrol,4329 mm,SUV,5,13.86 km/litre,5,Manual,,
964,Mahindra,Xylo,D2 Bs-Iv,"2,92,667",FWD ,BS IV,55 litres,Diesel,4520 mm,SUV,5,13.9 km/litre,7,Manual,,
965,Mahindra,Xylo,D4 Bs-Iv,"2,92,667",FWD ,BS IV,55 litres,Diesel,4520 mm,SUV,5,13.9 km/litre,7,Manual,,
966,Mahindra,Xylo,H4 Bs-Iv,"2,92,667",FWD ,BS IV,55 litres,Diesel,4520 mm,SUV,5,14.02 km/litre,7,Manual,,
967,Mahindra,Xylo,H4 Abs Bs-Iv,"2,92,667",FWD ,BS IV,55 litres,Diesel,4520 mm,SUV,5,14.02 km/litre,7,Manual,,
968,Mahindra,Xylo,H8 Abs Airbags Bs-Iv,"2,92,667",FWD ,BS IV,55 litres,Diesel,4520 mm,SUV,5,14.02 km/litre,8,Manual,,
969,Kia,Seltos,Hte 1.5,"2,92,667",FWD ,BS 6,60 litres,Petrol,4315 mm,SUV,5,16.8 km/litre,5,Manual,,
970,Kia,Seltos,Htk 1.5,"2,92,667",FWD ,BS 6,60 litres,Petrol,4315 mm,SUV,5,16.8 km/litre,5,Manual,,
971,Kia,Seltos,Htk Plus 1.5,"2,92,667",FWD ,BS 6,60 litres,Petrol,4315 mm,SUV,5,16.8 km/litre,5,Manual,,
972,Kia,Seltos,Htx 1.5,"2,92,667",FWD ,BS 6,60 litres,Petrol,4315 mm,SUV,5,16.8 km/litre,5,Manual,,
973,Kia,Seltos,Htx Cvt 1.5,"2,92,667",FWD ,BS 6,60 litres,Petrol,4315 mm,SUV,5,16.8 km/litre,5,Automatic,,
974,Kia,Seltos,Hte 1.5 Diesel,"2,92,667",FWD ,BS 6,60 litres,Diesel,4315 mm,SUV,5,20 km/litre,5,Manual,,
975,Kia,Seltos,Htk 1.5 Diesel,"2,92,667",FWD ,BS 6,60 litres,Diesel,4315 mm,SUV,5,20 km/litre,5,Manual,,
976,Kia,Seltos,Htk Plus 1.5 Diesel,"2,92,667",FWD ,BS 6,60 litres,Diesel,4315 mm,SUV,5,20 km/litre,5,Manual,,
977,Kia,Seltos,Htk Plus At 1.5 Diesel,"2,92,667",FWD ,BS 6,60 litres,Diesel,4315 mm,SUV,5,20 km/litre,5,Automatic,,
978,Kia,Seltos,Htx Plus 1.5 Diesel,"2,92,667",FWD ,BS 6,60 litres,Diesel,4315 mm,SUV,5,20 km/litre,5,Manual,,
979,Kia,Seltos,Htx Plus At 1.5 Diesel,"2,92,667",FWD ,BS 6,60 litres,Diesel,4315 mm,SUV,5,20 km/litre,5,Automatic,,
980,Kia,Seltos,Gtk 1.4,"2,92,667",FWD ,BS 6,50 litres,Petrol,4315 mm,SUV,5,16.1 km/litre,5,Manual,,
981,Kia,Seltos,Gtx 1.4,"2,92,667",FWD ,BS 6,50 litres,Petrol,4315 mm,SUV,5,16.1 km/litre,5,Manual,,
982,Kia,Seltos,Gtx At 1.4,"2,92,667",FWD ,BS 6,50 litres,Petrol,4315 mm,SUV,5,16.5 km/litre,5,DCT,,
983,Kia,Seltos,Gtx Plus 1.4,"2,92,667",FWD ,BS 6,50 litres,Petrol,4315 mm,SUV,5,16.1 km/litre,5,Manual,,
984,Kia,Seltos,Htx 1.5 Diesel,"2,92,667",FWD ,BS 6,60 litres,Diesel,4315 mm,SUV,5,20 km/litre,5,Manual,,
985,Nissan,Terrano,Xe D 85Ps,"2,92,667",FWD ,BS IV,50 litres,Diesel,4331 mm,SUV,5,20.45 km/litre,5,Manual,,
986,Nissan,Terrano,Xv D Premium 110 Ps Amt,"2,92,667",FWD ,BS IV,50 litres,Diesel,4331 mm,SUV,5,19.01 km/litre,5,Automatic,,
987,Nissan,Terrano,Xl (P),"2,92,667",FWD ,BS IV,50 litres,Petrol,4331 mm,SUV,5,13.24 km/litre,5,Manual,,
988,Nissan,Terrano,Xl D(O),"2,92,667",FWD ,BS IV,50 litres,Diesel,4331 mm,SUV,5,20.45 km/litre,5,Manual,,
989,Nissan,Terrano,Xv D Premium 110 Ps,"2,92,667",FWD ,BS IV,50 litres,Diesel,4331 mm,SUV,5,19.01 km/litre,5,Manual,,
990,Nissan,Terrano,Sport Edition,"2,92,667",FWD ,BS IV,50 litres,Diesel,4331 mm,SUV,5,20.45 km/litre,5,Manual,,
991,Tata,Safari Storme,2.2 Lx 4X2,"2,92,667",FWD ,BS IV,63 litres,Diesel,4655 mm,SUV,5,14 km/litre,7,Manual,,
992,Tata,Safari Storme,2.2 Ex 4X2,"2,92,667",FWD ,BS IV,63 litres,Diesel,4655 mm,SUV,5,14 km/litre,7,Manual,,
993,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"2,92,667",RWD ,BS IV,63 litres,Diesel,4655 mm,SUV,5,14.1 km/litre,7,Manual,,
994,Tata,Safari Storme,2.2 Vx 4X4 Varicor 400,"2,92,667",AWD ,BS IV,63 litres,Diesel,4655 mm,SUV,5,14.1 km/litre,7,Manual,,
995,Mg,Hector,1.5L Style,"Rs. 12,48,000",FWD ,BS IV,,Petrol,4655 mm,SUV,5,#REF!,5,Manual,,
996,Mg,Hector,2.0L Style,"2,92,667",FWD ,BS IV,,Diesel,4655 mm,SUV,5,17.41 km/litre,5,Manual,,
997,Mg,Hector,2.0L Super,"2,92,667",FWD ,BS IV,,Diesel,4655 mm,SUV,5,17.41 km/litre,5,Manual,,
998,Mg,Hector,2.0L Smart,"2,92,667",FWD ,BS IV,,Diesel,4655 mm,SUV,5,17.41 km/litre,5,Manual,,
999,Mg,Hector,2.0L Sharp,"2,92,667",FWD ,BS IV,,Diesel,4655 mm,SUV,5,17.41 km/litre,5,Manual,,
1000,Mg,Hector,1.5L Super,"Rs. 13,28,000",FWD ,BS IV,,Petrol,4655 mm,SUV,5,#REF!,5,Manual,,
1001,Mg,Hector,1.5L Super Hybrid,"Rs. 13,88,000",FWD ,BS IV,,Hybrid,4655 mm,SUV,5,#REF!,5,Manual,,
1002,Mg,Hector,1.5L Sharp Hybrid,"Rs. 16,28,000",FWD ,BS IV,,Hybrid,4655 mm,SUV,5,#REF!,5,Manual,,
1003,Mg,Hector,1.5L Smart Hybrid,"Rs. 14,98,000",FWD ,BS IV,,Hybrid,4655 mm,SUV,5,#REF!,5,Manual,,
1004,Mg,Hector,1.5L Smart Dct,"Rs. 15,68,000",FWD ,BS IV,,Petrol,4655 mm,SUV,5,#REF!,5,DCT,,
1005,Mg,Hector,1.5L Sharp Dct,"Rs. 17,18,000",FWD ,BS IV,,Petrol,4655 mm,SUV,5,#REF!,5,DCT,,
1006,Tata,Nexon Ev,Xm,"Rs. 13,99,000",FWD ,BS VI,,Electric,3994 mm,SUV,5,#REF!,5,Automatic,"30.2 kWh* Advanced Li-ion polymer, liquid cooled battery pack with IP67 certification",312 km/full charge
1007,Tata,Nexon Ev,Xz Plus,"Rs. 14,99,000",FWD ,BS VI,,Electric,3994 mm,SUV,5,#REF!,5,Automatic,"30.2 kWh* Advanced Li-ion polymer, liquid cooled battery pack with IP67 certification",312 km/full charge
1008,Tata,Nexon Ev,Xz Plus Lux,"Rs. 15,99,000",FWD ,BS VI,,Electric,3994 mm,SUV,5,#REF!,5,Automatic,"30.2 kWh* Advanced Li-ion polymer, liquid cooled battery pack with IP67 certification",300 km/full charge
1009,Hyundai,Elantra,S,"2,92,667",FWD ,BS 6,50 litres,Petrol,4620 mm,Sedan,4,14.6 km/litre,5,Manual,,
1010,Hyundai,Elantra,Sx,"2,92,667",FWD ,BS 6,50 litres,Petrol,4620 mm,Sedan,4,14.6 km/litre,5,Manual,,
1011,Hyundai,Elantra,Sx At,"2,92,667",FWD ,BS 6,50 litres,Petrol,4620 mm,Sedan,4,14.6 km/litre,5,AMT,,
1012,Hyundai,Elantra,Sx(O) At,"2,92,667",FWD ,BS 6,50 litres,Petrol,4620 mm,Sedan,4,14.6 km/litre,5,AMT,,
1013,Hyundai,Tucson,2Wd Mt Diesel,"2,92,667",4WD,BS IV,62 litres,Diesel,4475 mm,SUV,5,18.42 km/litre,5,Manual,,
1014,Hyundai,Tucson,2Wd Mt Petrol,"2,92,667",FWD ,BS IV,62 litres,Petrol,4475 mm,SUV,5,13.03 km/litre,5,Manual,,
1015,Hyundai,Tucson,2Wd At Gl Diesel,"2,92,667",FWD ,BS IV,62 litres,Diesel,4475 mm,SUV,5,16.38 km/litre,5,Automatic,,
1016,Hyundai,Tucson,2Wd At Gl Petrol,"2,92,667",FWD ,BS IV,62 litres,Petrol,4475 mm,SUV,5,12.95 km/litre,5,Automatic,,
1017,Hyundai,Tucson,4Wd At Gls Diesel,"2,92,667",4WD,BS IV,62 litres,Diesel,4475 mm,SUV,5,16.38 km/litre,5,Automatic,,
1018,Hyundai,Tucson,2Wd At Gls Petrol,"2,92,667",FWD ,BS IV,62 litres,Petrol,4475 mm,SUV,5,12.95 km/litre,5,Automatic,,
1019,Hyundai,Tucson,2Wd At Gl(O) Petrol,"2,92,667",FWD ,BS IV,62 litres,Petrol,4475 mm,SUV,5,12.95 km/litre,5,Automatic,,
1020,Hyundai,Tucson,2Wd At Gl(O) Diesel,"2,92,667",FWD ,BS IV,62 litres,Diesel,4475 mm,SUV,5,16.38 km/litre,5,Automatic,,
1021,Volkswagen,Passat,2.0 Tdi Comfortline,"2,92,667",FWD ,BS IV,55 litres,Diesel,4767 mm,Sedan,4,17.42 km/litre,5,Automatic,,
1022,Volkswagen,Passat,2.0 Tdi Highline,"2,92,667",FWD ,BS IV,66 litres,Diesel,4767 mm,Sedan,4,17.42 km/litre,5,Automatic,,
1023,Volkswagen,Passat,2.0 Tdi Comfortline Connect,"2,92,667",FWD ,BS IV,55 litres,Diesel,4767 mm,Sedan,4,17.42 km/litre,5,Automatic,,
1024,Volkswagen,Passat,2.0 Tdi Highline Connect,"2,92,667",FWD ,BS IV,66 litres,Diesel,4767 mm,Sedan,4,17.42 km/litre,5,Automatic,,
1025,,Mercedes-Benz A-Class,180,"2,92,667",FWD ,BS IV,50 litres,Petrol,4292 mm,Hatchback,5,15.5 km/litre,5,Automatic,,
1026,,Mercedes-Benz A-Class,200D,"2,92,667",FWD ,BS IV,50 litres,Diesel,4292 mm,Hatchback,5,15.5 km/litre,5,Automatic,,
1027,Volvo,V40 Cross Country,D3,"2,92,667",FWD ,BS IV,60 litres,Diesel,4370 mm,Hatchback,5,16.8 km/litre,5,Automatic,,
1028,Volvo,V40 Cross Country,T4,"2,92,667",FWD ,BS IV,50 litres,Petrol,4370 mm,Hatchback,5,16 km/litre,5,Automatic,,
1029,Mini,Countryman,Cooper S,"2,92,667",FWD ,BS IV,47 litres,Petrol,4299 mm,Hatchback,5,14.41 km/litre,5,Automatic,,
1030,Mini,Countryman,Cooper Sd,"2,92,667",FWD ,BS IV,47 litres,Diesel,4299 mm,Hatchback,5,19.19 km/litre,5,Automatic,,
1031,Mini,Countryman,Cooper S Jcw Inspired,"2,92,667",FWD ,BS IV,47 litres,Petrol,4299 mm,Hatchback,5,14.41 km/litre,5,Automatic,,
1032,Mini,Countryman,Black Edition,"2,92,667",FWD ,BS IV,47 litres,Petrol,4299 mm,Hatchback,5,14.41 km/litre,5,Automatic,,
1033,,Mercedes-Benz C-Class,C 220D Prime,"2,92,667",RWD ,BS 6,66 litres,Diesel,4686 mm,Sedan,4,12.06 km/litre,5,Automatic,,
1034,,Mercedes-Benz C-Class,C 220D Progressive,"2,92,667",RWD ,BS 6,66 litres,Diesel,4686 mm,Sedan,4,12.06 km/litre,5,Automatic,,
1035,,Mercedes-Benz C-Class,C 300D Amg Line,"2,92,667",RWD ,BS 6,66 litres,Diesel,4686 mm,Sedan,4,16.05 km/litre,5,Automatic,,
1036,,Mercedes-Benz C-Class,C 43 Amg,"2,92,667",RWD ,BS 6,66 litres,Petrol,4756 mm,Coupe,4,1449 km/litre,5,Automatic,,
1037,,Mercedes-Benz C-Class,C 200 Prime,"2,92,667",RWD ,BS 6,66 litres,Petrol,4686 mm,Sedan,4,12.06 km/litre,5,Automatic,,
1038,,Mercedes-Benz C-Class,C 200 Progressive,"2,92,667",RWD ,BS 6,66 litres,Petrol,4686 mm,Sedan,4,12.06 km/litre,5,Automatic,,
1039,Toyota,Prius,Z8,"2,92,667",FWD ,BS IV,43 litres,Hybrid,4540 mm,Sedan,4,23.9 km/litre,5,Automatic,,
1040,Lexus,Es,300H,"2,92,667",FWD ,BS IV,,Hybrid,4975 mm,Sedan,4,17.8 km/litre,5,Automatic,,
1041,Lexus,Nx 300H,F-Sport,"2,92,667",AWD ,BS IV,56 litres,Petrol,4.64 mm,SUV,4,18.3 km/litre,5,Automatic,,
1042,Lexus,Nx 300H,Luxury,"2,92,667",AWD ,BS IV,56 litres,Petrol,4640 mm,SUV,4,18.3 km/litre,5,Automatic,,
1043,Jaguar,F-Pace,Prestige,"2,92,667",AWD ,BS IV,60 litres,Diesel,4731 mm,SUV,5,16.38 km/litre,5,Automatic,,
1044,Jaguar,F-Pace,Prestige Petrol,"2,92,667",AWD ,BS IV,60 litres,Petrol,4731 mm,SUV,5,21.27 km/litre,5,Automatic,,
1045,Volvo,V90 Cross Country,D5 Inscription,"2,92,667",AWD ,BS IV,60 litres,Diesel,4950 mm,SUV,5,17.2 km/litre,5,Automatic,,
1046,Audi,A5 Cabriolet,2.0 Tdi,"2,92,667",FWD ,BS IV,58 litres,Diesel,4733 mm,Convertible,2,17.2 km/litre,4,Automatic,,
1047,,Mercedes-Benz Gle,300D 4Matic,"Rs. 73,70,000",AWD ,BS 6,93 litres,Diesel,4924 mm,SUV,5,#REF!,5,Automatic,,
1048,,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,"Rs. 1,25,00,000",AWD ,BS 6,93 litres,Diesel,4924 mm,SUV,5,#REF!,5,Automatic,,
1049,,Mercedes-Benz Cls,300D,"Rs. 84,70,000",RWD ,BS 6,,Diesel,4988 mm,Sedan,5,#REF!,5,Automatic,,
1050,Bmw,X7,Xdrive 40I,"2,92,667",AWD ,BS 6,80 litres,Petrol,5151 mm,SUV,5,13.38 km/litre,7,Automatic,,
1051,Bmw,X7,Xdrive30D Dpe Signature,"2,92,667",AWD ,BS 6,80 litres,Diesel,5151 mm,SUV,5,13.38 km/litre,7,Automatic,,
1052,Bmw,M4,Coupe,"2,92,667",RWD ,BS IV,60 litres,Petrol,4671 mm,Coupe,2,10.75 km/litre,4,Automatic,,
1053,Porsche,911,Carrera S,"2,92,667",AWD ,BS 6,64 litres,Petrol,4519 mm,Coupe,2,8.9 km/litre,4,Automatic,,
1054,Porsche,911,Carrera S Cabriolet,"2,92,667",AWD ,BS 6,64 litres,Petrol,4519 mm,Convertible,2,9.1 km/litre,4,Automatic,,
1055,Nissan,Gtr,3.8 V6,"2,92,667",AWD ,BS IV,74 litres,Petrol,4710 mm,Coupe,2,9 km/litre,4,Automatic,,
1056,Aston Martin,Vantage,Coupe,"2,92,667",RWD ,BS IV,73 litres,Petrol,4465 mm,Coupe,2,8 km/litre,2,Automatic,,
1057,Aston Martin,Rapide,Luxe,"2,92,667",RWD ,BS IV,90.5 litres,Petrol,5019 mm,Sedan,4,12.9 km/litre,4,Automatic,,
1058,Ferrari,812 Superfast,Superfast,"2,92,667",AWD ,BS IV,92 litres,Petrol,4657 mm,Coupe,2,14.9 km/litre,2,Automatic,,
1059,Maruti Suzuki,Alto 800 Tour,H1,"2,92,667",FWD ,BS IV,35 litres,Petrol,3430 mm,Hatchback,5,23.7 km/litre,5,Manual,,
1060,Maruti Suzuki,Alto 800 Tour,H1 (O),"2,92,667",FWD ,BS IV,35 litres,Petrol,3395 mm,Hatchback,5,24.7 km/litre,5,Manual,,
1061,Hyundai,Grand I10 Nios,Magna 1.2 Crdi,"2,92,667",FWD ,BS 6,37 litres,Diesel,3805 mm,Hatchback,5,20.7 km/litre,5,Manual,,
1062,Hyundai,Grand I10 Nios,Era 1.2 Vtvt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3805 mm,Hatchback,5,20.7 km/litre,5,Manual,,
1063,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3805 mm,Hatchback,5,20.7 km/litre,5,Manual,,
1064,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3805 mm,Hatchback,5,20.7 km/litre,5,Automatic,,
1065,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3805 mm,Hatchback,5,20.7 km/litre,5,Manual,,
1066,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3805 mm,Hatchback,5,20.7 km/litre,5,Automatic,,
1067,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3805 mm,Hatchback,5,20.7 km/litre,5,Manual,,
1068,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3805 mm,Hatchback,5,20.7 km/litre,5,Manual,,
1069,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,"2,92,667",FWD ,BS 6,37 litres,Diesel,3805 mm,Hatchback,5,20.7 km/litre,5,Automatic,,
1070,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,"2,92,667",FWD ,BS 6,37 litres,Diesel,3805 mm,Hatchback,5,20.7 km/litre,5,Manual,,
1071,Hyundai,Xcent,S 1.2,"2,92,667",FWD ,BS IV,43 litres,Petrol,3995 mm,Sedan,4,20.14 km/litre,5,Manual,,
1072,Hyundai,Xcent,S At 1.2,"2,92,667",FWD ,BS IV,43 litres,Petrol,3995 mm,Sedan,4,17.36 km/litre,5,Automatic,,
1073,Hyundai,Xcent,Sx 1.2,"2,92,667",FWD ,BS IV,43 litres,Petrol,3995 mm,Sedan,4,20.14 km/litre,5,Manual,,
1074,Hyundai,Xcent,Sx 1.2 (O),"Rs. 7,82,346",FWD ,BS IV,43 litres,Petrol,3995 mm,Sedan,4,#REF!,5,Manual,,
1075,Hyundai,Xcent,S 1.2 Crdi,"Rs. 7,42,033",FWD ,BS IV,43 litres,Diesel,3995 mm,Sedan,4,#REF!,5,Manual,,
1076,Hyundai,Xcent,E,"Rs. 5,81,078",FWD ,BS IV,43 litres,Petrol,3995 mm,Sedan,4,#REF!,5,Manual,,
1077,Hyundai,Xcent,Sx 1.2 Crdi,"2,92,667",FWD ,BS IV,43 litres,Diesel,3995 mm,Sedan,4,25.4 km/litre,5,Manual,,
1078,Hyundai,Xcent,Sx 1.2 Crdi (O),"2,92,667",FWD ,BS IV,43 litres,Diesel,3995 mm,Sedan,4,25.4 km/litre,5,Manual,,
1079,Hyundai,Xcent,E Crdi,"Rs. 6,73,261",FWD ,BS IV,43 litres,Diesel,3995 mm,Sedan,4,#REF!,5,Manual,,
1080,Nissan,Micra,Xl (O) Cvt,"2,92,667",FWD ,BS IV,41 litres,Petrol,3825 mm,Hatchback,5,19.34 km/litre,5,Automatic,,
1081,Nissan,Micra,Xv Cvt,"2,92,667",FWD ,BS IV,41 litres,Petrol,3825 mm,Hatchback,5,19.34 km/litre,5,Automatic,,
